speakerid,mean_sim,lastname,firstname,chamber,state,gender,party,district,nonvoting,session
82097780,-0.00367633555932773,VAN ZANDT,JAMES,H,PA,M,R,22,voting,82
82097820,-0.0286712211045714,KENNEDY,JOHN,H,MA,M,D,11,voting,82
82097880,-0.00388853908,AUCHINCLOSS,JAMES,H,NJ,M,R,3,voting,82
82097900,-0.0687230294545455,BAKER,HOWARD,H,TN,M,R,2,voting,82
82097950,-0.0979930949090909,BENNETT,JOHN,H,MI,M,R,12,voting,82
82098000,-0.0726546828,BUCKLEY,CHARLES,H,NY,M,D,25,voting,82
82098020,-0.0233509514935441,CANNON,CLARENCE,H,MO,M,D,9,voting,82
82098031,-0.0358484187968145,CARLSON,FRANK,S,KS,M,R,,voting,82
82098040,-0.0375842995576923,CHENOWETH,JOHN,H,CO,M,R,3,voting,82
82098060,-0.0486564558166667,DAVIS,CLIFFORD,H,TN,M,D,10,voting,82
82098081,-0.0470622913775786,DIRKSEN,EVERETT,S,IL,M,R,,voting,82
82098090,-0.0366574442217308,DOYLE,CLYDE,H,CA,M,D,18,voting,82
82098110,-0.0526239305630769,ELLIOTT,CARL,H,AL,M,D,7,voting,82
82098120,-0.0609154252,FERNOS-ISERN,ANTONIO,H,PR,M,P,0,nonvoting,82
82098140,-0.0101217718128125,FORRESTER,ELIJAH,H,GA,M,D,3,voting,82
82098150,-0.0643517549564983,GARY,JULIAN,H,VA,M,D,3,voting,82
82098160,-0.00647472979809524,GAVIN,LEON,H,PA,M,R,19,voting,82
82098190,0.0297418934166667,GRANT,GEORGE,H,AL,M,D,2,voting,82
82098200,-0.0403114113384615,GREEN,WILLIAM,H,PA,M,D,5,voting,82
82098231,-0.0602237463008636,HAYDEN,CARL,S,AZ,M,D,,voting,82
82098261,-0.0106568177389436,HICKENLOOPER,BOURKE,S,IA,M,R,,voting,82
82098271,-0.0332956728211663,HILL,JOSEPH,S,AL,M,D,,voting,82
82098280,-0.00425176086486487,HOEVEN,CHARLES,H,IA,M,R,8,voting,82
82098300,-0.0280048615606557,HORAN,WALTER,H,WA,M,R,5,voting,82
82098320,-0.0296123681972561,JENSEN,BENTON,H,IA,M,R,7,voting,82
82098351,-0.0603457733415483,JOHNSTON,OLIN,S,SC,M,D,,voting,82
82098360,-0.0738601035,KEE,MAUDE,H,WV,F,D,5,voting,82
82098370,-0.014253206896,KILBURN,CLARENCE,H,NY,M,R,34,voting,82
82098430,-0.0457210103342308,LESINSKI,JOHN,H,MI,M,D,16,voting,82
82098470,-0.00940327433333333,MCINTIRE,CLIFFORD,H,ME,M,R,3,voting,82
82098490,-0.0674269189535021,MEADER,GEORGE,H,MI,M,R,2,voting,82
82098500,-0.0977611325833333,MILLER,WILLIAM,H,NY,M,R,42,voting,82
82098521,-0.0639510230444126,MONRONEY,ALMER,S,OK,M,D,,voting,82
82098531,-0.0239594577599612,MORSE,WAYNE,S,OR,M,I,,voting,82
82098540,-0.039279097173913,MORTON,THRUSTON,H,KY,M,R,3,voting,82
82098550,-0.11509153075,NORBLAD,ALBIN,H,OR,M,R,1,voting,82
82098570,-0.0362064285,OBRIEN,THOMAS,H,IL,M,D,6,voting,82
82098580,0.010943923,OSMERS,FRANK,H,NJ,M,R,9,voting,82
82098590,-0.0291141710833333,OSTERTAG,HAROLD,H,NY,M,R,41,voting,82
82098620,-0.0667836361035714,RAINS,ALBERT,H,AL,M,D,5,voting,82
82098640,-0.0913829982888889,RIEHLMAN,ROY,H,NY,M,R,36,voting,82
82098650,-0.0531127247272727,ROBERTS,KENNETH,H,AL,M,D,4,voting,82
82098670,-0.0823904805555556,SCHENCK,PAUL,H,OH,M,R,3,voting,82
82098680,-0.050011040213,SHELLEY,JOHN,H,CA,M,D,5,voting,82
82098690,-0.0391091376411594,SHEPPARD,HARRY,H,CA,M,D,21,voting,82
82098731,-0.0434851269102362,SMATHERS,GEORGE,S,FL,M,D,,voting,82
82098770,-0.04782293859375,THORNBERRY,WILLIAM,H,TX,M,D,10,voting,82
82098780,-0.0904688223733333,TOLLEFSON,THOR,H,WA,M,R,6,voting,82
82098790,-0.0235688894444444,VAN PELT,WILLIAM,H,WI,M,R,6,voting,82
82098800,0.000549555817007435,VINSON,CARL,H,GA,M,D,6,voting,82
82098820,-0.0424239169318571,WALTER,FRANCIS,H,PA,M,D,20,voting,82
82098870,-0.011969386862069,WICKERSHAM,VICTOR,H,OK,M,D,7,voting,82
82098880,-0.0356311026666667,WILSON,EARL,H,IN,M,R,9,voting,82
82098890,0.0385946866473684,WINSTEAD,WILLIAM,H,MS,M,D,5,voting,82
82098901,0.0128831975318182,JOHNSON,LYNDON,S,TX,M,D,,voting,82
82098960,-0.0352725934832,BECKWORTH,LINDLEY,H,TX,M,D,3,voting,82
82098970,-0.0428500646868182,BONNER,HERBERT,H,NC,M,D,1,voting,82
82098980,-0.0298299976769159,BROWN,CLARENCE,H,OH,M,R,7,voting,82
82099020,0.000711229826086957,CHELF,FRANK,H,KY,M,D,4,voting,82
82099040,-0.0148108416539766,COOLEY,HAROLD,H,NC,M,D,4,voting,82
82099070,-0.00402527482090909,DAGUE,PAUL,H,PA,M,R,9,voting,82
82099080,-0.0818497543212121,DENTON,WINFIELD,H,IN,M,D,8,voting,82
82099150,-0.0429827278846154,GORE,ALBERT,H,TN,M,D,4,voting,82
82099210,-0.0532725011542169,HARRIS,OREN,H,AR,M,D,7,voting,82
82099220,-0.0301684139254237,HARVEY,RALPH,H,IN,M,R,10,voting,82
82099231,-0.0403611273612668,HOLLAND,SPESSARD,S,FL,M,D,,voting,82
82099270,-0.0325743283513158,JONES,PAUL,H,MO,M,D,10,voting,82
82099290,-0.027035046962963,KEOGH,EUGENE,H,NY,M,D,9,voting,82
82099380,-0.000747454333526011,MARTIN,JOSEPH,H,MA,M,R,14,voting,82
82099400,-0.0195422062617949,MCCARTHY,EUGENE,H,MN,M,D,4,voting,82
82099450,-0.093325105,MORRISON,JAMES,H,LA,M,D,6,voting,82
82099470,-0.0901929650234234,MURRAY,THOMAS,H,TN,M,D,8,voting,82
82099500,0.00922526753846154,PROUTY,WINSTON,H,VT,M,R,0,voting,82
82099540,-0.0421505035541667,ROGERS,WALTER,H,TX,M,D,18,voting,82
82099600,-0.0431300358666667,SECREST,ROBERT,H,OH,M,D,15,voting,82
82099630,-0.0473897155709032,SMITH,HOWARD,H,VA,M,D,8,voting,82
82099660,-0.0428282123816547,THOMAS,ALBERT,H,TX,M,D,8,voting,82
82099680,-0.0303774330454545,THOMPSON,CLARK,H,TX,M,D,9,voting,82
82099720,-0.0700221099048485,TRIMBLE,JAMES,H,AR,M,D,3,voting,82
82099801,-0.0881233747834929,WILLIAMS,JOHN,S,DE,M,R,,voting,82
82099851,-0.0539394743970954,ANDERSON,CLINTON,S,NM,M,D,,voting,82
82099870,-0.06449053275,BARTLETT,EDWARD,H,AK,M,D,0,nonvoting,82
82099880,-0.0176791958666667,BOGGS,JAMES,H,DE,M,R,0,voting,82
82099890,0.0259107664485714,BOLTON,FRANCES,H,OH,F,R,22,voting,82
82099901,0.0202871704125,COOPER,JOHN,S,KY,M,R,,voting,82
82099910,-0.0505485749178378,CURTIS,THOMAS,H,MO,M,R,12,voting,82
82099921,-0.0433994966262432,ELLENDER,ALLEN,S,LA,M,D,,voting,82
82099940,-0.0585933739782353,FOGARTY,JOHN,H,RI,M,D,2,voting,82
82099960,-0.0277045015566667,GATHINGS,EZEKIEL,H,AR,M,D,1,voting,82
82099970,-0.0244949443063972,HALLECK,CHARLES,H,IN,M,R,2,voting,82
82099980,-0.0571936604132743,HARDY,PORTER,H,VA,M,D,2,voting,82
82100000,0.0073498594,HARRISON,WILLIAM,H,WY,M,R,0,voting,82
82100010,-0.0489664918125,HERLONG,ALBERT,H,FL,M,D,5,voting,82
82100060,-0.0687508518,KARSTEN,FRANK,H,MO,M,D,13,voting,82
82100070,0.0433416212875,KELLY,EDNA,H,NY,F,D,10,voting,82
82100080,-0.1049929007,KING,CECIL,H,CA,M,D,17,voting,82
82100150,-0.0611993078934399,MULTER,ABRAHAM,H,NY,M,D,14,voting,82
82100161,-0.00884941310885714,MUNDT,KARL,S,SD,M,R,,voting,82
82100210,-0.04344840809375,RHODES,GEORGE,H,PA,M,D,13,voting,82
82100221,-0.00846396627865248,RUSSELL,RICHARD,S,GA,M,D,,voting,82
82100251,-0.00506190968196721,SMITH,MARGARET,S,ME,F,R,,voting,82
82100300,-0.0283204101487342,WILLIAMS,JOHN,H,MS,M,D,7,voting,82
82100310,-0.116315605857143,WILLIS,EDWIN,H,LA,M,D,3,voting,82
82100350,-0.0400953347857143,ADAIR,EDWIN,H,IN,M,R,4,voting,82
82100361,-0.0551133349600627,AIKEN,GEORGE,S,VT,M,R,,voting,82
82100370,-0.0170682683529412,AYRES,WILLIAM,H,OH,M,R,14,voting,82
82100380,-0.0418029260574194,BATES,WILLIAM,H,MA,M,R,6,voting,82
82100401,-0.0615641001158416,BENNETT,WALLACE,S,UT,M,R,,voting,82
82100410,0.00943015453333333,BERRY,ELLIS,H,SD,M,R,2,voting,82
82100510,-0.0667222234517857,DAWSON,WILLIAM,H,IL,M,D,1,voting,82
82100560,-0.068834927087037,FALLON,GEORGE,H,MD,M,D,4,voting,82
82100580,-0.0556369874008197,FEIGHAN,MICHAEL,H,OH,M,D,20,voting,82
82100611,-0.0381618997727252,FULBRIGHT,JAMES,S,AR,M,D,,voting,82
82100660,-0.0577415813360741,KIRWAN,MICHAEL,H,OH,M,D,19,voting,82
82100760,-0.0137374864127314,MCCORMACK,JOHN,H,MA,M,D,12,voting,82
82100830,-0.0265922786536,PHILBIN,PHILIP,H,MA,M,D,3,voting,82
82100850,0.0373635777535714,POWELL,ADAM,H,NY,M,D,22,voting,82
82100880,-0.0302855584489362,RIVERS,LUCIUS,H,SC,M,D,1,voting,82
82100890,-0.0622705605090541,ROGERS,BYRON,H,CO,M,D,1,voting,82
82101011,-0.0562731857230688,NIXON,RICHARD,S,CA,M,R,,voting,82
82101020,-0.0410657966795918,ABBITT,WATKINS,H,VA,M,D,4,voting,82
82101030,-0.0257381360055556,ABERNETHY,THOMAS,H,MS,M,D,4,voting,82
82101060,-0.0423618334666667,ANDREWS,GEORGE,H,AL,M,D,3,voting,82
82101070,-0.0606177857073171,ASPINALL,WAYNE,H,CO,M,D,4,voting,82
82101080,-0.09061716125,BARING,WALTER,H,NV,M,D,0,voting,82
82101110,-0.023834301375,BELCHER,PAGE,H,OK,M,R,8,voting,82
82101120,-0.127616326666667,BETTS,JACKSON,H,OH,M,R,8,voting,82
82101140,-0.039654407275,BOGGS,THOMAS,H,LA,M,D,2,voting,82
82101150,-0.0338087094324324,BOW,FRANK,H,OH,M,R,16,voting,82
82101190,-0.0536585502052419,BYRNES,JOHN,H,WI,M,R,8,voting,82
82101230,-0.0532836647725075,CELLER,EMANUEL,H,NY,M,D,15,voting,82
82101240,-0.0230681975756522,COLMER,WILLIAM,H,MS,M,D,6,voting,82
82101260,-0.061015641572973,CORBETT,ROBERT,H,PA,M,R,30,voting,82
82101360,-0.0317487776506383,FULTON,JAMES,H,PA,M,R,31,voting,82
82101400,-0.0751238355333333,GARMATZ,EDWARD,H,MD,M,D,3,voting,82
82101580,-0.0109476167777014,MANSFIELD,MICHAEL,H,MT,M,D,1,voting,82
82101590,-0.0421178043055556,MCCULLOCH,WILLIAM,H,OH,M,R,4,voting,82
82101630,-0.0921644839206618,MCMILLAN,JOHN,H,SC,M,D,6,voting,82
82101640,-0.0664906206802941,MILLER,GEORGE,H,CA,M,D,6,voting,82
82101700,-0.00517620335517241,OKONSKI,ALVIN,H,WI,M,R,10,voting,82
82101711,-0.0315518789748214,PASTORE,JOHN,S,RI,M,D,,voting,82
82101810,0.0390263952954546,SCOTT,HUGH,H,PA,M,R,6,voting,82
82101830,-0.0347101066297753,SPRINGER,WILLIAM,H,IL,M,R,22,voting,82
82101890,-0.101255551333333,WATTS,JOHN,H,KY,M,D,6,voting,82
82101930,0.0165317563920548,ARENDS,LESLIE,H,IL,M,R,17,voting,82
82101970,-0.0248623245476191,BLATNIK,JOHN,H,MN,M,D,8,voting,82
82101990,-0.041323660015625,BRAY,WILLIAM,H,IN,M,R,7,voting,82
82102050,-0.0423001636428571,CASE,CLIFFORD,H,NJ,M,R,6,voting,82
82102120,-0.0584249066364706,CURTIS,CARL,H,NE,M,R,1,voting,82
82102130,-0.0464731837910687,DAVIS,GLENN,H,WI,M,R,2,voting,82
82102180,-0.03757360680625,DONOHUE,HAROLD,H,MA,M,D,4,voting,82
82102190,0.0314900309836735,DORN,WILLIAM,H,SC,M,D,3,voting,82
82102211,-0.0465680015755319,EASTLAND,JAMES,S,MS,M,D,,voting,82
82102220,-0.0247982783882979,FISHER,OVIE,H,TX,M,D,21,voting,82
82102310,-0.0266969219776839,GROSS,HAROLD,H,IA,M,R,3,voting,82
82102440,-0.062568513267911,HOLIFIELD,CHESTER,H,CA,M,D,19,voting,82
82102601,-0.0256531284288182,MCCLELLAN,JOHN,S,AR,M,D,,voting,82
82102770,-0.0249836282495389,ROONEY,JOHN,H,NY,M,D,12,voting,82
82102810,-0.055996127668,SAYLOR,JOHN,H,PA,M,R,26,voting,82
82102861,-0.0424828180969087,SPARKMAN,JOHN,S,AL,M,D,,voting,82
82102960,-0.0606340096466667,WIDNALL,WILLIAM,H,NJ,M,R,7,voting,82
82103040,-0.0510498513009934,FORD,GERALD,H,MI,M,R,5,voting,82
82103060,-0.0356097754571795,ALBERT,CARL,H,OK,M,D,3,voting,82
82103080,-0.0400937512,BARRETT,WILLIAM,H,PA,M,D,1,voting,82
82103180,-0.0470327696490196,COTTON,NORRIS,H,NH,M,R,2,voting,82
82103250,-0.0566936606089286,EVINS,JOSEPH,H,TN,M,D,5,voting,82
82103340,-0.0370860395678899,HAYS,WAYNE,H,OH,M,D,18,voting,82
82103430,-0.04735410370625,HEBERT,FELIX,H,LA,M,D,1,voting,82
82103440,-0.03360339375,JARMAN,JOHN,H,OK,M,D,5,voting,82
82103450,-0.0081113288972449,JAVITS,JACOB,H,NY,M,R,21,voting,82
82103470,-0.0559157920481481,JONES,ROBERT,H,AL,M,D,8,voting,82
82103490,-0.000940820000000002,KLUCZYNSKI,JOHN,H,IL,M,D,5,voting,82
82103530,-0.018001445195873,MADDEN,RAY,H,IN,M,D,1,voting,82
82103541,-0.0572110741221622,MAGNUSON,WARREN,S,WA,M,D,,voting,82
82103580,-0.0706396190831163,MILLS,WILBUR,H,AR,M,D,2,voting,82
82103600,-0.0841679594285714,MORGAN,THOMAS,H,PA,M,D,24,voting,82
82103640,-0.0660329004073529,PASSMAN,OTTO,H,LA,M,D,5,voting,82
82103650,-0.0546626313958762,PATMAN,JOHN,H,TX,M,D,1,voting,82
82103690,0.0150625404663934,RIBICOFF,ABRAHAM,H,CT,M,D,1,voting,82
82103881,0.00722929326009259,YOUNG,MILTON,S,ND,M,R,,voting,82
82104010,0.0142218966,BURLESON,OMAR,H,TX,M,D,17,voting,82
82104120,-0.071382702465,DELANEY,JAMES,H,NY,M,D,6,voting,82
82104251,-0.0443623943986938,HUMPHREY,HUBERT,S,MN,M,D,,voting,82
82104330,-0.012650535320872,MAHON,GEORGE,H,TX,M,D,19,voting,82
82104470,-0.011720519483432,POAGE,WILLIAM,H,TX,M,D,11,voting,82
82104580,0.00155089526054348,SIKES,ROBERT,H,FL,M,D,3,voting,82
82104630,0.01314675441375,TEAGUE,OLIN,H,TX,M,D,6,voting,82
82105000,0.00262949937156863,FLOOD,DANIEL,H,PA,M,D,11,voting,82
82105410,-0.0123801623589744,STAGGERS,HARLEY,H,WV,M,D,2,voting,82
82105420,-0.0121344967142857,STEED,THOMAS,H,OK,M,D,4,voting,82
82105690,-0.0363442485555556,BOLLING,RICHARD,H,MO,M,D,5,voting,82
82106221,-0.0587529935043156,LONG,RUSSELL,S,LA,M,D,,voting,82
82106760,-0.0547009998415414,JACKSON,HENRY,H,WA,M,D,2,voting,82
82106900,-0.0504430046694915,PERKINS,CARL,H,KY,M,D,7,voting,82
82106991,-0.0406166373012865,STENNIS,JOHN,S,MS,M,D,,voting,82
82107070,-0.0472322197682927,ZABLOCKI,CLEMENT,H,WI,M,D,4,voting,82
82107920,-0.0138553860946809,PRICE,CHARLES,H,IL,M,D,25,voting,82
82107940,-0.0272740909814815,RODINO,PETER,H,NJ,M,D,10,voting,82
82108070,-0.0301931056071053,BENTSEN,LLOYD,H,TX,M,D,15,voting,82
82108750,-0.0145331111073171,BENNETT,CHARLES,H,FL,M,D,2,voting,82
82110890,-0.0392216208283667,WHITTEN,JAMIE,H,MS,M,D,2,voting,82
82112250,-0.0302832662895556,YATES,SIDNEY,H,IL,M,D,9,voting,82
83092251,-0.0707164609047421,CORDON,GUY,S,OR,M,R,,voting,83
83092331,-0.0453230100762409,FERGUSON,HOMER,S,MI,M,R,,voting,83
83092341,-0.0373597018665574,GILLETTE,GUY,S,IA,M,D,,voting,83
83092411,-0.0352827929796233,HENDRICKSON,ROBERT,S,NJ,M,R,,voting,83
83092441,-0.0447977637463087,HUNT,LESTER,S,WY,M,D,,voting,83
83092471,-0.0591727319680085,JOHNSON,EDWIN,S,CO,M,D,,voting,83
83092621,-0.048046475182243,MAYBANK,BURNET,S,SC,M,D,,voting,83
83092971,0.0141021680151515,CLEMENTS,EARLE,S,KY,M,D,,voting,83
83092981,-0.060584497545,SMITH,WILLIS,S,NC,M,D,,voting,83
83093211,-0.08898995144,DUFF,JAMES,S,PA,M,R,,voting,83
83093271,-0.0745304098773597,GEORGE,WALTER,S,GA,M,D,,voting,83
83093381,-0.0561667619285714,HOEY,CLYDE,S,NC,M,D,,voting,83
83093451,-0.0373526755982066,LEHMAN,HERBERT,S,NY,M,D,,voting,83
83093481,-0.0667133784746907,MCCARRAN,PATRICK,S,NV,M,D,,voting,83
83093541,-0.0662919041842875,MILLIKIN,EUGENE,S,CO,M,R,,voting,83
83093791,-0.000224525647767528,TAFT,ROBERT,S,OH,M,R,,voting,83
83093801,-0.0446554300119403,TOBEY,CHARLES,S,NH,M,R,,voting,83
83093861,-0.0277564749555519,WELKER,HERMAN,S,ID,M,R,,voting,83
83093931,-0.0290622556946667,GRISWOLD,DWIGHT,S,NE,M,R,,voting,83
83093941,-0.053040629274495,POTTER,CHARLES,S,MI,M,R,,voting,83
83093950,-0.0642834610982456,ANGELL,HOMER,H,OR,M,R,3,voting,83
83093961,-0.0530815810004663,BARRETT,FRANK,S,WY,M,R,,voting,83
83093970,-0.0174998426818182,BATTLE,LAURIE,H,AL,M,D,9,voting,83
83093980,-0.0155250302454545,BISHOP,CECIL,H,IL,M,R,25,voting,83
83093990,-0.044322609975,BONIN,EDWARD,H,PA,M,R,11,voting,83
83094000,-0.08966969,BRAMBLETT,ERNEST,H,CA,M,R,13,voting,83
83094011,-0.071991242230313,BRICKER,JOHN,S,OH,M,R,,voting,83
83094020,0.0043329675,BRYSON,JOSEPH,H,SC,M,D,4,voting,83
83094031,-0.115739317239615,BURKE,THOMAS,S,OH,M,D,,voting,83
83094040,-0.0468275838522541,BUSBEY,FRED,H,IL,M,R,3,voting,83
83094051,-0.0654550137242775,BUTLER,HUGH,S,NE,M,R,,voting,83
83094060,-0.0920005565,CAMP,ALBERT,H,GA,M,D,4,voting,83
83094070,0.00292150678333333,CAMPBELL,COURTNEY,H,FL,M,D,1,voting,83
83094080,-0.00645023261242775,CLARDY,KIT,H,MI,M,R,6,voting,83
83094090,-0.0585578115278571,COLE,WILLIAM,H,MO,M,R,6,voting,83
83094100,-0.0548728388794118,CONDON,ROBERT,H,CA,M,D,6,voting,83
83094110,-0.0770491296958333,CROSSER,ROBERT,H,OH,M,D,21,voting,83
83094120,-0.0731260639493333,DEWART,WESLEY,H,MT,M,R,2,voting,83
83094131,-0.0323265248833333,DANIEL,MARION,S,TX,M,D,,voting,83
83094140,-0.07199052425,FARRINGTON,JOSEPH,H,HI,M,R,-1,nonvoting,83
83094151,-0.0134592631889756,FLANDERS,RALPH,S,VT,M,R,,voting,83
83094160,-0.0518548857571429,GOLDEN,JAMES,H,KY,M,R,8,voting,83
83094170,-0.0937419694,GOODWIN,ANGIER,H,MA,M,R,8,voting,83
83094180,-0.0428860659701504,GRAHAM,LOUIS,H,PA,M,R,25,voting,83
83094190,-0.0550488395022222,HAGEN,HAROLD,H,MN,M,R,9,voting,83
83094200,-0.0424956661428571,HART,EDWARD,H,NJ,M,D,14,voting,83
83094210,-0.02167037028,HELLER,LOUIS,H,NY,M,D,8,voting,83
83094220,-0.08827162828,HILLELSON,JEFFREY,H,MO,M,R,4,voting,83
83094230,-0.0622894326486486,HOWELL,CHARLES,H,NJ,M,D,4,voting,83
83094240,-0.0280094305833333,HULL,MERLIN,H,WI,M,R,9,voting,83
83094250,-0.0125731297105882,HUNTER,ALLAN,H,CA,M,R,12,voting,83
83094261,-0.0411619928308642,IVES,IRVING,S,NY,M,R,,voting,83
83094271,-0.02449540922266,JENNER,WILLIAM,S,IN,M,R,,voting,83
83094280,-0.0562702151206931,JONAS,EDGAR,H,IL,M,R,12,voting,83
83094290,0.0088941611979798,KERSTEN,CHARLES,H,WI,M,R,5,voting,83
83094301,-0.069313698340663,KILGORE,HARLEY,S,WV,M,D,,voting,83
83094311,-0.00676244737843439,KNOWLAND,WILLIAM,S,CA,M,R,,voting,83
83094321,-0.0421655324834967,LANGER,WILLIAM,S,ND,M,R,,voting,83
83094330,-0.0711873262650794,LANTAFF,WILLIAM,H,FL,M,D,4,voting,83
83094340,-0.0552432871184211,LUCAS,WINGATE,H,TX,M,D,12,voting,83
83094350,-0.0232738075209877,LYLE,JOHN,H,TX,M,D,14,voting,83
83094361,-0.0494088497470565,MALONE,GEORGE,S,NV,M,R,,voting,83
83094371,-0.0448205320503409,MARTIN,EDWARD,S,PA,M,R,,voting,83
83094381,-0.0384166366336557,MCCARTHY,JOSEPH,S,WI,M,R,,voting,83
83094390,-0.0934597015058824,MERRILL,D.,H,IN,M,R,8,voting,83
83094400,-0.0109825174165138,MILLER,HOWARD,H,KS,M,D,1,voting,83
83094410,-0.04391068,OBRIEN,GEORGE,H,MI,M,D,13,voting,83
83094420,-0.087109503474359,OAKMAN,CHARLES,H,MI,M,R,17,voting,83
83094430,0.00717052318181818,PATTEN,HAROLD,H,AZ,M,D,2,voting,83
83094441,-0.049780009363,PAYNE,FREDERICK,S,ME,M,R,,voting,83
83094450,-0.0634363005,POULSON,C.,H,CA,M,R,24,voting,83
83094461,-0.0358536374385849,PURTELL,WILLIAM,S,CT,M,R,,voting,83
83094470,-0.060282294195,REAMS,HENRY,H,OH,M,I,9,voting,83
83094480,-0.00867099827142857,REGAN,KENNETH,H,TX,M,D,16,voting,83
83094490,-0.066194189983871,ROGERS,DWIGHT,H,FL,M,D,6,voting,83
83094500,-0.0722656841518518,ROOSEVELT,FRANKLIN,H,NY,M,D,20,voting,83
83094510,-0.0825595170111111,SHAFER,PAUL,H,MI,M,R,3,voting,83
83094520,-0.0392710963686364,SMALL,FRANK,H,MD,M,R,5,voting,83
83094531,-0.0197506268154833,SMITH,HOWARD,S,NJ,M,R,,voting,83
83094540,0.008674985,STANLEY,THOMAS,H,VA,M,D,5,voting,83
83094550,-0.0591800788833333,STRINGFELLOW,DOUGLAS,H,UT,M,R,1,voting,83
83094560,-0.0574123780279032,SUTTON,JAMES,H,TN,M,D,6,voting,83
83094571,-0.0256842026932042,THYE,EDWARD,S,MN,M,R,,voting,83
83094581,-0.0555576490086957,UPTON,ROBERT,S,NH,M,R,,voting,83
83094590,-0.1354459772,WARBURTON,HERBERT,H,DE,M,R,0,voting,83
83094601,-0.029515853010778,WATKINS,ARTHUR,S,UT,M,R,,voting,83
83094610,-0.0487207361111111,WEICHEL,ALVIN,H,OH,M,R,13,voting,83
83094620,-0.0208568304629213,WHEELER,WILLIAM,H,GA,M,D,8,voting,83
83094630,-0.0929633556382979,WILSON,JOSEPH,H,TX,M,D,5,voting,83
83094650,-0.0311801913025641,YORTY,SAMUEL,H,CA,M,D,26,voting,83
83094661,0.01639698,ABEL,HAZEL,S,NE,F,R,,voting,83
83094671,-0.0210211709971429,BENDER,GEORGE,S,OH,M,R,,voting,83
83094681,0.04063420546875,BOWRING,EVA,S,NE,F,R,,voting,83
83094691,-0.0868774382210526,BROWN,ERNEST,S,NV,M,R,,voting,83
83094701,0.0110099308333333,CRIPPA,EDWARD,S,WY,M,R,,voting,83
83094711,-0.07903094,DANIEL,CHARLES,S,SC,M,D,,voting,83
83094721,-0.07186255,OMAHONEY,JOSEPH,S,WY,M,D,,voting,83
83094731,-0.0390721265224242,REYNOLDS,SAMUEL,S,NE,M,R,,voting,83
83094771,-0.0458722528075327,BRIDGES,HENRY,S,NH,M,R,,voting,83
83094780,-0.05061318639375,BUCHANAN,VERA,H,PA,F,D,30,voting,83
83094800,-0.0779740875,CARLYLE,FRANK,H,NC,M,D,7,voting,83
83094820,0.0211193840214286,CHATHAM,RICHARD,H,NC,M,D,5,voting,83
83094830,-0.0426992546755556,COON,SAMUEL,H,OR,M,R,2,voting,83
83094840,-0.125494069097561,CRUMPACKER,SHEPARD,H,IN,M,R,3,voting,83
83094860,-0.0262003527323529,DEANE,CHARLES,H,NC,M,D,8,voting,83
83094870,-0.0522728326595745,DINGELL,JOHN,H,MI,M,D,15,voting,83
83094880,-0.0916568482437931,DOLLIVER,JAMES,H,IA,M,R,6,voting,83
83094890,-0.0642840145125604,DONDERO,GEORGE,H,MI,M,R,18,voting,83
83094900,-0.0685732788233333,DONOVAN,JAMES,H,NY,M,D,18,voting,83
83094910,-0.0712055176048387,ELLSWORTH,MATHEW,H,OR,M,R,4,voting,83
83094920,-0.0102089655,FARRINGTON,MARY,H,HI,F,R,-1,nonvoting,83
83094930,-0.0393015478796875,FERNANDEZ,ANTONIO,H,NM,M,D,0,voting,83
83094940,-0.04498689744,FINE,SIDNEY,H,NY,M,D,22,voting,83
83094961,-0.0238996494642857,FREAR,JOSEPH,S,DE,M,D,,voting,83
83094980,-0.054737717,GENTRY,BRADY,H,TX,M,D,3,voting,83
83094990,-0.0783162941764706,GRANAHAN,WILLIAM,H,PA,M,D,2,voting,83
83095001,-0.0233922766081132,GREEN,THEODORE,S,RI,M,D,,voting,83
83095010,-0.0477950131269841,HAND,THOMAS,H,NJ,M,R,2,voting,83
83095030,-0.0711538704917886,HINSHAW,JOHN,H,CA,M,R,20,voting,83
83095040,-0.022853326,HOFFMAN,RICHARD,H,IL,M,R,10,voting,83
83095050,-0.0209615768324515,HOPE,CLIFFORD,H,KS,M,R,5,voting,83
83095060,-0.014330655875,JOHNSON,JUSTIN,H,CA,M,R,11,voting,83
83095070,-0.0304444454125,JONES,WOODROW,H,NC,M,D,11,voting,83
83095080,-0.0303787318888889,KING,KARL,H,PA,M,R,8,voting,83
83095090,-0.0553955306244048,KLEIN,ARTHUR,H,NY,M,D,19,voting,83
83095100,-0.0141899514928571,LOVRE,HAROLD,H,SD,M,R,1,voting,83
83095110,-0.0875506896185185,MARTIN,THOMAS,H,IA,M,R,1,voting,83
83095131,-0.0563919067147129,MURRAY,JAMES,S,MT,M,D,,voting,83
83095141,-0.0224924581983459,NEELY,MATTHEW,S,WV,M,D,,voting,83
83095150,-0.0840822701666667,NELSON,CHARLES,H,ME,M,R,2,voting,83
83095170,-0.0485633165131257,PHILLIPS,JOHN,H,CA,M,R,29,voting,83
83095180,-0.0603696855661202,PRIEST,JAMES,H,TN,M,D,5,voting,83
83095190,-0.0545211350641026,REED,CHAUNCEY,H,IL,M,R,14,voting,83
83095200,-0.000918544378644068,RICHARDS,JAMES,H,SC,M,D,5,voting,83
83095210,-0.00042835327198419,SHORT,DEWEY,H,MO,M,R,7,voting,83
