V1,session,speech_id,similarity
0,84,840000001,0.00031214627
1,84,840000002,-0.10412418
2,84,840000003,-0.055579096
3,84,840000004,-0.09857934
4,84,840000005,-0.021552563
5,84,840000008,-0.115460396
6,84,840000018,-0.0014970319
7,84,840000021,0.043881457
8,84,840000024,0.014641358
9,84,840000027,-0.030779283
10,84,840000029,-0.06846866
11,84,840000032,0.0857169
12,84,840000033,-0.040509284
13,84,840000034,-0.098774396
14,84,840000035,0.0053545292
15,84,840000036,0.01247419
16,84,840000037,0.06788009
17,84,840000038,-0.028534073
18,84,840000042,0.13562976
19,84,840000044,0.10928988
20,84,840000058,-0.011173039
21,84,840000065,0.07533311
22,84,840000067,-0.048668887
23,84,840000068,-0.035011213
24,84,840000070,0.0684808
25,84,840000082,-0.070952594
26,84,840000085,0.047559366
27,84,840000086,-0.0036227012
28,84,840000089,-0.05722886
29,84,840000090,0.11254266
30,84,840000091,-0.019581692
31,84,840000093,0.016193815
32,84,840000095,-0.042087216
33,84,840000096,-0.017176138
34,84,840000097,-0.061744913
35,84,840000099,0.026298095
36,84,840000101,-0.094072744
37,84,840000102,0.030194698
38,84,840000104,0.04197484
39,84,840000105,0.062022116
40,84,840000107,-0.029950984
41,84,840000108,-0.038697377
42,84,840000109,0.08307138
43,84,840000110,-0.0032975953
44,84,840000111,-0.023262797
45,84,840000112,0.04499468
46,84,840000113,-0.0013446447
47,84,840000114,-0.08933855
48,84,840000115,0.0051855524
49,84,840000116,-0.027884712
50,84,840000118,0.011634277
51,84,840000119,-0.012366512
52,84,840000120,0.043867648
53,84,840000121,0.02473031
54,84,840000122,-0.008268163
55,84,840000123,-0.04745105
56,84,840000124,0.026869057
57,84,840000125,-0.15516716
58,84,840000126,0.069985464
59,84,840000127,-0.073241346
60,84,840000129,0.016195895
61,84,840000131,0.015168082
62,84,840000133,0.0132809505
63,84,840000135,-0.048447948
64,84,840000137,0.07373478
65,84,840000139,-0.04720292
66,84,840000141,-0.016673744
67,84,840000143,-0.031475972
68,84,840000145,-0.09505152
69,84,840000147,-0.0044964408
70,84,840000149,0.032195106
71,84,840000151,0.032812204
72,84,840000153,0.06271165
73,84,840000155,0.030873751
74,84,840000157,0.085311495
75,84,840000159,-0.0296756
76,84,840000161,0.055479314
77,84,840000163,-0.09488627
78,84,840000165,0.08157698
79,84,840000167,-0.085143454
80,84,840000169,-0.048389286
81,84,840000171,-0.011388537
82,84,840000173,0.021726185
83,84,840000175,0.0023513944
84,84,840000177,-0.023683816
85,84,840000179,0.0017544148
86,84,840000181,-0.040061664
87,84,840000183,0.010049443
88,84,840000185,0.056746814
89,84,840000187,0.0036744617
90,84,840000190,-0.16363794
91,84,840000191,-0.058929376
92,84,840000192,-0.067710094
93,84,840000193,0.08979982
94,84,840000195,0.0386615
95,84,840000196,-0.03575021
96,84,840000199,0.08269606
97,84,840000203,0.021850955
98,84,840000204,0.07424034
99,84,840000205,-0.046321724
100,84,840000206,-0.028527386
101,84,840000207,0.034089644
102,84,840000208,0.02578574
103,84,840000209,0.033659905
104,84,840000210,-0.052371908
105,84,840000211,-0.06976915
106,84,840000212,-0.09396486
107,84,840000213,-0.014761623
108,84,840000214,-0.02601112
109,84,840000215,-0.05597068
110,84,840000216,-0.08672507
111,84,840000217,-0.061747856
112,84,840000218,-0.15836091
113,84,840000219,-0.14451547
114,84,840000220,-0.046940394
115,84,840000221,-0.022501463
116,84,840000222,-0.084557086
117,84,840000223,-0.13312365
118,84,840000224,-0.062103048
119,84,840000225,-0.08721616
120,84,840000226,-0.05298801
121,84,840000227,-0.15542847
122,84,840000228,-0.06323363
123,84,840000229,-0.09526635
124,84,840000230,-0.033504214
125,84,840000231,-0.077834584
126,84,840000232,-0.0038025428
127,84,840000233,-0.03835768
128,84,840000234,-0.044080984
129,84,840000237,-0.009457878
130,84,840000239,0.012591113
131,84,840000240,-0.013518015
132,84,840000241,-0.098054156
133,84,840000242,-0.10320755
134,84,840000243,-0.04788417
135,84,840000244,0.030534705
136,84,840000245,-0.020793052
137,84,840000248,0.020368544
138,84,840000251,-0.036102235
139,84,840000252,-0.1052396
140,84,840000253,-0.04399873
141,84,840000255,-0.1003303
142,84,840000257,-0.008100169
143,84,840000259,-0.1658008
144,84,840000261,-0.10842841
145,84,840000262,0.010279086
146,84,840000263,0.09178783
147,84,840000265,0.097434744
148,84,840000266,0.10516882
149,84,840000267,0.13160437
150,84,840000268,-0.111268304
151,84,840000269,-0.06302478
152,84,840000270,-0.03399856
153,84,840000271,-0.12308605
154,84,840000272,-0.011902042
155,84,840000273,-0.031269003
156,84,840000274,-0.011625425
157,84,840000275,-0.057438582
158,84,840000278,-0.04849835
159,84,840000279,0.038105655
160,84,840000282,-0.012420453
161,84,840000283,-0.06582782
162,84,840000284,0.08880933
163,84,840000285,0.015166218
164,84,840000287,0.049148176
165,84,840000288,-0.0069008605
166,84,840000291,0.092801146
167,84,840000292,-0.10612949
168,84,840000298,-0.049973346
169,84,840000302,0.0055094245
170,84,840000306,0.0028429928
171,84,840000307,-0.095349275
172,84,840000308,-0.226722
173,84,840000311,0.052575395
174,84,840000314,0.038942106
175,84,840000317,0.13864613
176,84,840000319,0.04515689
177,84,840000321,-0.15127131
178,84,840000323,0.037733182
179,84,840000325,0.059477657
180,84,840000327,0.07843923
181,84,840000329,0.09154723
182,84,840000331,0.1057746
183,84,840000333,0.064329535
184,84,840000335,0.048093148
185,84,840000337,-0.056634706
186,84,840000339,-0.022881526
187,84,840000341,0.019286076
188,84,840000343,0.10428663
189,84,840000345,0.08059743
190,84,840000347,0.0877785
191,84,840000349,-0.016363066
192,84,840000351,0.07549809
193,84,840000353,0.03382706
194,84,840000354,0.06305083
195,84,840000356,0.009906233
196,84,840000357,0.006555108
197,84,840000358,0.069945104
198,84,840000366,-0.092760324
199,84,840000371,-0.091648564
200,84,840000372,-0.111725196
201,84,840000374,-0.032555856
202,84,840000375,-0.068853974
203,84,840000376,-0.07762664
204,84,840000377,-0.026021576
205,84,840000378,0.01493953
206,84,840000379,0.048784245
207,84,840000380,-0.02397767
208,84,840000381,-0.053329863
209,84,840000382,-0.0948013
210,84,840000383,-0.0061089247
211,84,840000384,0.07162568
212,84,840000385,-0.10879828
213,84,840000386,-0.1660702
214,84,840000387,-0.073864274
215,84,840000388,-0.19944103
216,84,840000389,-0.022244072
217,84,840000390,-0.047969926
218,84,840000391,0.0027886694
219,84,840000392,-0.13214405
220,84,840000393,-0.18549469
221,84,840000394,-0.0021650738
222,84,840000395,0.051826775
223,84,840000396,-0.049766675
224,84,840000397,0.19197844
225,84,840000398,-0.011833195
226,84,840000399,0.0039040816
227,84,840000400,-0.06271556
228,84,840000401,0.052773017
229,84,840000402,0.048748285
230,84,840000403,0.08355114
231,84,840000404,-0.059593603
232,84,840000405,0.027720166
233,84,840000406,0.023835523
234,84,840000407,0.047371976
235,84,840000408,0.029797543
236,84,840000409,-0.083020136
237,84,840000410,0.19197844
238,84,840000411,-0.09153157
239,84,840000412,-0.09975324
240,84,840000413,0.09856138
241,84,840000414,-0.11127945
242,84,840000416,-0.036270417
243,84,840000417,-0.0056318864
244,84,840000418,0.07285558
245,84,840000419,-0.07762664
246,84,840000420,-0.028361373
247,84,840000421,0.07777825
248,84,840000422,-0.061372258
249,84,840000423,-0.023958664
250,84,840000424,0.045707867
251,84,840000426,-0.030958343
252,84,840000427,0.0027415012
253,84,840000428,0.038534857
254,84,840000429,-0.0948013
255,84,840000430,0.052808568
256,84,840000431,-0.013749305
257,84,840000432,-0.011031571
258,84,840000433,-0.022910995
259,84,840000434,-0.05548541
260,84,840000435,0.0039040816
261,84,840000436,0.049738146
262,84,840000437,-0.0012156008
263,84,840000438,0.14496425
264,84,840000439,0.050907772
265,84,840000440,-0.0061089247
266,84,840000441,0.07162568
267,84,840000442,-0.022374868
268,84,840000443,-0.017586138
269,84,840000444,0.01702202
270,84,840000445,-0.0991856
271,84,840000446,-0.024557035
272,84,840000447,0.036094915
273,84,840000448,-0.035220843
274,84,840000449,-0.10433932
275,84,840000450,0.046707567
