V1,session,speech_id,similarity
0,97,970000001,0.13083602
1,97,970000002,-0.0414388
2,97,970000003,-0.074932545
3,97,970000004,-0.028005468
4,97,970000005,-0.15634081
5,97,970000006,-0.15634081
6,97,970000007,-0.1484721
7,97,970000008,-0.051967207
8,97,970000015,-0.028035488
9,97,970000018,0.053060055
10,97,970000019,0.04112737
11,97,970000022,0.11279898
12,97,970000028,0.063797124
13,97,970000031,-0.025217647
14,97,970000032,-0.05195419
15,97,970000037,-0.011192029
16,97,970000038,0.05602266
17,97,970000040,-0.0050631696
18,97,970000050,0.054465294
19,97,970000056,0.029212758
20,97,970000059,0.02841717
21,97,970000060,-0.031005355
22,97,970000069,0.017285181
23,97,970000071,-0.0882108
24,97,970000077,-0.015491257
25,97,970000080,0.020623157
26,97,970000083,-0.051151905
27,97,970000090,-0.05849343
28,97,970000093,-0.05678136
29,97,970000094,0.025761606
30,97,970000096,0.06624176
31,97,970000097,0.0038469979
32,97,970000101,-0.06430587
33,97,970000103,-0.035125885
34,97,970000106,0.033395007
35,97,970000108,-0.024118803
36,97,970000110,-0.047961477
37,97,970000114,0.017724145
38,97,970000115,-0.096454784
39,97,970000116,-0.06009171
40,97,970000117,-0.08715063
41,97,970000122,-0.030703163
42,97,970000124,0.11053313
43,97,970000127,0.07888494
44,97,970000128,0.109275
45,97,970000131,-0.007109769
46,97,970000138,0.030591654
47,97,970000141,0.13686457
48,97,970000142,-0.04688793
49,97,970000145,0.10982511
50,97,970000154,0.0546886
51,97,970000156,-0.0427774
52,97,970000158,-0.04445408
53,97,970000160,-0.053427335
54,97,970000162,-0.036970876
55,97,970000164,0.05163081
56,97,970000168,0.15564361
57,97,970000169,0.03970326
58,97,970000173,0.06378785
59,97,970000175,0.10934396
60,97,970000179,0.032362595
61,97,970000180,-0.0176926
62,97,970000181,0.06882593
63,97,970000182,-0.17655595
64,97,970000183,-0.19615577
65,97,970000184,-0.19157875
66,97,970000185,0.0030763503
67,97,970000186,-0.06897827
68,97,970000188,0.063723
69,97,970000189,-0.06223497
70,97,970000190,-0.010786119
71,97,970000191,-0.09173103
72,97,970000192,-0.20913757
73,97,970000193,-0.19239926
74,97,970000194,-0.26906025
75,97,970000195,-0.12365552
76,97,970000196,-0.13428721
77,97,970000197,-0.077580705
78,97,970000198,-0.008540858
79,97,970000199,-0.028898232
80,97,970000200,-0.19887209
81,97,970000201,-0.10648394
82,97,970000202,-0.19422823
83,97,970000203,-0.19913502
84,97,970000204,-0.25174457
85,97,970000205,-0.2258131
86,97,970000206,-0.08911463
87,97,970000207,-0.090233386
88,97,970000208,0.018582424
89,97,970000209,-0.1699356
90,97,970000210,-0.18519953
91,97,970000211,-0.12783213
92,97,970000212,-0.1572693
93,97,970000213,-0.14792244
94,97,970000214,-0.15854347
95,97,970000215,-0.009359747
96,97,970000216,-0.13115625
97,97,970000217,-0.046186954
98,97,970000218,0.04302285
99,97,970000219,0.02219974
100,97,970000220,-0.15868147
101,97,970000221,-0.074056365
102,97,970000222,-0.03369988
103,97,970000223,0.045869663
104,97,970000224,-0.06696971
105,97,970000225,-0.14972222
106,97,970000226,0.09706744
107,97,970000227,0.044769634
108,97,970000228,-0.11585273
109,97,970000229,-0.057457983
110,97,970000230,-0.008085409
111,97,970000231,-0.028202008
112,97,970000232,0.0117527675
113,97,970000233,-0.08162985
114,97,970000234,0.08047925
115,97,970000235,-0.085848436
116,97,970000236,-0.010593654
117,97,970000237,0.066080466
118,97,970000238,-0.046304625
119,97,970000239,0.082205765
120,97,970000240,0.070946544
121,97,970000241,0.115724936
122,97,970000242,-0.0315964
123,97,970000243,0.010413938
124,97,970000244,-0.14375286
125,97,970000245,0.04600645
126,97,970000247,0.055760227
127,97,970000250,0.0606025
128,97,970000251,-0.025891833
129,97,970000253,-0.06656429
130,97,970000254,0.09818676
131,97,970000255,0.11148942
132,97,970000256,0.061773065
133,97,970000257,0.06994501
134,97,970000258,0.14221813
135,97,970000261,-0.06153778
136,97,970000263,0.14669451
137,97,970000265,0.09488795
138,97,970000266,0.12681481
139,97,970000267,0.17480992
140,97,970000269,0.11558381
141,97,970000278,0.057684854
142,97,970000284,0.009492515
143,97,970000285,-0.04646257
144,97,970000287,-0.002592846
145,97,970000288,0.01295387
146,97,970000291,-0.01044166
147,97,970000292,0.0089583965
148,97,970000294,0.110400684
149,97,970000296,0.087294586
150,97,970000298,-0.053402316
151,97,970000300,0.02323641
152,97,970000302,0.049352795
153,97,970000304,-0.0067026657
154,97,970000306,0.025444686
155,97,970000310,-0.0046172324
156,97,970000312,-0.031889595
157,97,970000314,0.08699073
158,97,970000315,0.13934131
159,97,970000317,0.12468954
160,97,970000323,0.040638406
161,97,970000324,0.04066941
162,97,970000327,0.037108496
163,97,970000329,0.048195988
164,97,970000330,-0.0019736707
165,97,970000332,0.1686886
166,97,970000334,0.07217564
167,97,970000335,-0.13299699
168,97,970000340,0.031645343
169,97,970000342,-0.083297975
170,97,970000343,-0.029171547
171,97,970000346,0.0775776
172,97,970000347,0.02781992
173,97,970000350,0.0894806
174,97,970000351,0.13792785
175,97,970000353,0.14985797
176,97,970000356,-0.044024386
177,97,970000368,0.036179945
178,97,970000371,0.044610657
179,97,970000375,-0.11076826
180,97,970000389,0.030757999
181,97,970000394,-0.113997065
182,97,970000396,0.0021856346
183,97,970000399,0.016161941
184,97,970000408,-0.05307278
185,97,970000409,0.04449319
186,97,970000415,0.03095734
187,97,970000416,0.072162956
188,97,970000418,-0.14539973
189,97,970000419,-0.000600619
190,97,970000421,0.009427268
191,97,970000423,-0.039461896
192,97,970000425,-0.009254817
193,97,970000428,-0.03933344
194,97,970000431,0.007219446
195,97,970000432,0.007009772
196,97,970000433,0.05708025
197,97,970000435,-0.012817977
198,97,970000438,-0.08125991
199,97,970000441,-0.008200469
200,97,970000443,-0.116649985
201,97,970000445,-0.1811012
202,97,970000447,-0.058965184
203,97,970000449,0.018914418
204,97,970000450,-0.0076394114
205,97,970000455,-0.19619878
206,97,970000456,-0.09316879
207,97,970000457,-0.16657725
208,97,970000458,0.098285936
209,97,970000459,-0.0459435
210,97,970000460,-0.069005236
211,97,970000461,-0.0031919237
212,97,970000462,-0.14225076
213,97,970000463,-0.007713981
214,97,970000464,-0.02464497
215,97,970000465,-0.19263862
216,97,970000466,0.07382549
217,97,970000467,-0.16588971
218,97,970000468,-0.07956164
219,97,970000469,-0.16353703
220,97,970000470,-0.12400538
221,97,970000471,-0.13784531
222,97,970000472,0.12006208
223,97,970000473,-0.11175738
224,97,970000474,0.05277776
225,97,970000475,-0.23453319
226,97,970000476,-0.09410559
227,97,970000477,-0.016386928
228,97,970000478,0.011158782
229,97,970000479,-0.15591381
230,97,970000480,0.10244757
231,97,970000481,0.098281994
232,97,970000482,-0.01270515
233,97,970000483,-0.05094872
234,97,970000484,-0.18696186
235,97,970000486,0.11834318
236,97,970000491,-0.024852278
237,97,970000494,0.073086604
238,97,970000499,-0.004281862
239,97,970000500,-0.02047542
240,97,970000505,-0.0034313702
241,97,970000506,-0.053682826
242,97,970000511,0.0028427336
243,97,970000517,-0.056945436
244,97,970000518,-0.08485432
245,97,970000519,-0.008676833
246,97,970000520,-0.19744931
247,97,970000521,-0.09885671
248,97,970000522,-0.15162748
249,97,970000523,0.049417704
250,97,970000524,-0.12854777
251,97,970000525,-0.1082526
252,97,970000526,0.056967963
253,97,970000527,-0.059122737
254,97,970000528,-0.18042144
255,97,970000529,-0.15201356
256,97,970000530,-0.10528231
257,97,970000531,-0.09788222
258,97,970000532,-0.07707292
259,97,970000533,-0.16109064
260,97,970000534,-0.19504744
261,97,970000535,-0.25071806
262,97,970000536,-0.049891435
263,97,970000537,-0.11055145
264,97,970000538,-0.075042374
265,97,970000539,0.043674093
266,97,970000540,-0.03916022
267,97,970000541,0.013472368
268,97,970000542,-0.14796935
269,97,970000543,0.074834704
270,97,970000544,-0.061595064
271,97,970000545,-0.021033779
272,97,970000546,-0.17345542
273,97,970000550,0.043719456
274,97,970000552,-0.04314393
275,97,970000554,0.03695356
276,97,970000555,0.005305731
277,97,970000564,0.007863315
278,97,970000567,-0.03723202
279,97,970000571,-0.0861575
280,97,970000572,0.056188602
281,97,970000573,-0.03585355
282,97,970000574,-0.06861422
283,97,970000575,0.0025161703
284,97,970000576,-0.013279713
285,97,970000578,-0.08455391
286,97,970000579,-0.06511523
287,97,970000581,-0.09699941
288,97,970000582,-0.13625877
289,97,970000584,-0.03362981
290,97,970000586,-0.20775387
291,97,970000588,0.009638085
292,97,970000590,-0.005872621
293,97,970000592,-0.23851587
294,97,970000594,-0.008557404
295,97,970000596,-0.111002825
296,97,970000597,0.03630547
297,97,970000598,0.06935357
298,97,970000599,0.022377377
299,97,970000600,-0.11885215
300,97,970000602,-0.12869656
301,97,970000603,-0.05509718
302,97,970000604,-0.05660325
303,97,970000605,-0.020260485
304,97,970000606,-0.03012507
305,97,970000607,0.14116026
306,97,970000608,-0.13161802
307,97,970000609,0.038761564
308,97,970000610,-0.09482022
309,97,970000611,-0.045009166
310,97,970000612,-0.03177845
311,97,970000614,0.048568625
312,97,970000618,-0.00858118
